person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,person_gender_female,person_gender_male,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes
35.0,95871.0,11,25000.0,12.49,0.26,9.0,710,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
29.0,51478.0,9,11300.0,9.99,0.22,5.0,651,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
29.0,31206.0,4,11325.0,11.01,0.36,5.0,602,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
33.0,52829.0,11,11350.0,7.88,0.21,7.0,689,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
31.0,42926.0,9,11400.0,6.91,0.27,8.0,636,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
31.0,95559.0,10,20000.0,13.49,0.21,6.0,638,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
30.0,95660.0,8,20000.0,13.72,0.21,10.0,678,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
27.0,63841.0,4,11425.0,7.51,0.18,7.0,601,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
27.0,95538.0,1,9000.0,6.76,0.09,10.0,627,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30.0,95923.0,9,7500.0,7.14,0.08,8.0,649,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32.0,37287.0,10,11450.0,9.99,0.31,6.0,635,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
27.0,88669.0,2,10500.0,11.83,0.12,6.0,676,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
29.0,96347.0,6,7000.0,11.01,0.07,9.0,686,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
28.0,27638.0,6,11500.0,8.49,0.42,5.0,612,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
28.0,31597.0,6,11500.0,14.46,0.36,6.0,724,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
30.0,39511.0,9,11500.0,15.23,0.29,6.0,722,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
29.0,39516.0,11,11500.0,14.22,0.29,7.0,664,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
28.0,96601.0,4,16425.0,7.9,0.17,8.0,628,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
27.0,42850.0,6,11500.0,16.0,0.27,5.0,687,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30.0,44211.0,8,11500.0,15.27,0.26,8.0,665,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
28.0,37290.0,7,11500.0,14.46,0.31,5.0,661,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
35.0,96756.0,13,35000.0,11.99,0.36,5.0,675,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
32.0,96948.0,6,12000.0,12.68,0.12,10.0,668,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
28.0,49131.0,4,5000.0,10.0,0.1,5.0,669,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
33.0,111686.0,11,11500.0,10.0,0.1,7.0,624,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
34.0,89773.0,11,10000.0,15.96,0.11,10.0,645,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32.0,30751.0,7,11700.0,12.68,0.38,10.0,627,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
31.0,42986.0,7,11700.0,13.06,0.27,9.0,700,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
27.0,54003.0,4,11750.0,15.31,0.22,8.0,609,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
28.0,96650.0,2,12000.0,6.03,0.12,6.0,621,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
30.0,97250.0,6,3000.0,6.62,0.03,9.0,612,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
27.0,97068.0,4,6000.0,6.03,0.06,10.0,558,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
33.0,37041.0,10,11975.0,9.99,0.32,8.0,639,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
32.0,97126.0,9,12000.0,5.99,0.12,8.0,649,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
29.0,97022.0,5,25000.0,7.49,0.26,7.0,628,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
34.0,97284.0,14,11000.0,10.99,0.11,6.0,643,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
30.0,76675.0,10,10000.0,11.01,0.13,6.0,665,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
28.0,31494.0,5,12000.0,9.83,0.38,9.0,622,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
30.0,31643.0,6,12000.0,14.79,0.38,10.0,663,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29.0,96857.0,9,22000.0,10.59,0.23,10.0,673,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28.0,97058.0,8,4400.0,11.01,0.05,5.0,715,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
29.0,33196.0,5,12000.0,13.24,0.36,6.0,643,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
27.0,34765.0,4,12000.0,7.51,0.35,9.0,659,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
30.0,34341.0,6,12000.0,14.22,0.35,8.0,635,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28.0,34761.0,10,12000.0,7.88,0.35,5.0,639,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
34.0,37048.0,10,12000.0,11.01,0.32,6.0,727,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
34.0,36840.0,15,12000.0,8.9,0.33,8.0,624,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
30.0,96829.0,6,16800.0,10.99,0.17,8.0,660,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30.0,37129.0,6,12000.0,15.21,0.32,6.0,635,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
27.0,36977.0,4,12000.0,11.36,0.32,9.0,640,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31.0,36944.0,11,12000.0,10.39,0.32,9.0,637,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
34.0,37216.0,11,12000.0,10.38,0.32,5.0,519,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30.0,38264.0,8,12000.0,16.45,0.31,7.0,618,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
31.0,97051.0,4,16000.0,13.8,0.16,9.0,627,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
29.0,39173.0,8,12000.0,11.01,0.31,9.0,687,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27.0,96984.0,4,10000.0,12.68,0.1,5.0,643,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
33.0,96952.0,12,24000.0,14.46,0.25,6.0,631,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
31.0,97215.0,8,12400.0,9.99,0.13,6.0,582,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30.0,97042.0,7,10750.0,6.17,0.11,5.0,686,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
31.0,96905.0,5,12000.0,5.79,0.12,10.0,593,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
27.0,43055.0,1,12000.0,9.91,0.28,8.0,551,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27.0,42836.0,5,12000.0,7.29,0.28,6.0,660,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29.0,90039.0,5,3000.0,16.32,0.03,6.0,690,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32.0,43052.0,11,12000.0,5.99,0.28,10.0,695,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29.0,44110.0,4,12000.0,7.49,0.27,7.0,688,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27.0,97290.0,7,14500.0,10.75,0.15,6.0,644,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
33.0,44368.0,9,12000.0,7.29,0.27,6.0,667,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30.0,44797.0,4,12000.0,10.65,0.27,9.0,697,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
28.0,45359.0,8,12000.0,11.01,0.26,7.0,650,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
33.0,96742.0,11,6000.0,7.88,0.06,10.0,675,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28.0,97259.0,4,2500.0,11.01,0.03,7.0,716,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
28.0,45899.0,2,12000.0,11.01,0.26,9.0,644,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
29.0,46726.0,5,12000.0,13.48,0.26,10.0,632,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
34.0,96633.0,13,19000.0,10.62,0.2,10.0,702,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
27.0,46727.0,8,12000.0,6.62,0.26,10.0,662,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32.0,46636.0,10,12000.0,12.42,0.26,6.0,675,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29.0,97040.0,9,24000.0,12.87,0.25,9.0,540,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
28.0,46958.0,2,12000.0,11.01,0.26,7.0,620,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
27.0,48601.0,7,8000.0,12.53,0.16,6.0,583,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
34.0,76635.0,10,18000.0,8.94,0.23,5.0,593,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28.0,47402.0,3,12000.0,10.75,0.25,5.0,630,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28.0,47102.0,6,12000.0,11.58,0.25,8.0,644,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30.0,97061.0,8,8000.0,13.92,0.08,8.0,687,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
28.0,47858.0,6,12000.0,12.53,0.25,9.0,659,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
32.0,76123.0,10,2750.0,11.01,0.04,7.0,588,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
27.0,76521.0,6,8000.0,11.46,0.1,8.0,696,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
28.0,97163.0,1,16000.0,11.66,0.16,7.0,621,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
33.0,97031.0,11,9000.0,11.97,0.09,7.0,650,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
31.0,48715.0,9,12000.0,11.99,0.25,5.0,681,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
27.0,48625.0,7,12000.0,10.37,0.25,9.0,610,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
28.0,97124.0,6,12000.0,6.91,0.12,6.0,641,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
28.0,41709.0,2,12000.0,14.61,0.29,8.0,662,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
30.0,41499.0,10,12000.0,12.87,0.29,6.0,687,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
35.0,96972.0,14,14400.0,10.95,0.15,5.0,668,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
32.0,48636.0,10,12000.0,11.89,0.25,10.0,587,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
30.0,48929.0,8,12000.0,9.2,0.25,8.0,670,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
30.0,42126.0,8,12000.0,14.96,0.28,6.0,663,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
32.0,42285.0,9,12000.0,14.96,0.28,8.0,701,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
28.0,90328.0,4,20000.0,11.01,0.22,8.0,708,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
32.0,43966.0,11,12000.0,7.51,0.27,7.0,638,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
27.0,44297.0,1,12000.0,14.09,0.27,10.0,652,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
31.0,44260.0,8,12000.0,10.36,0.27,8.0,589,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
30.0,51439.0,10,12000.0,9.88,0.23,8.0,636,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
30.0,51926.0,11,12000.0,11.71,0.23,8.0,595,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
34.0,47707.0,9,12000.0,11.99,0.25,6.0,687,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
29.0,45479.0,4,12000.0,9.63,0.26,7.0,656,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
29.0,90696.0,5,12000.0,13.16,0.13,7.0,652,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28.0,97998.0,6,5000.0,12.53,0.05,9.0,705,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
31.0,99108.0,8,4000.0,13.57,0.04,7.0,642,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
29.0,92211.0,6,25000.0,20.0,0.27,6.0,506,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
29.0,99248.0,9,8000.0,7.66,0.08,10.0,668,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
33.0,54838.0,10,12000.0,7.88,0.22,6.0,501,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
29.0,92136.0,11,4400.0,16.29,0.05,10.0,608,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29.0,56004.0,6,12000.0,10.74,0.21,10.0,612,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
28.0,48986.0,5,12000.0,15.57,0.24,7.0,560,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
27.0,99491.0,6,10000.0,6.92,0.1,9.0,561,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
30.0,99729.0,12,5000.0,6.76,0.05,8.0,683,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
31.0,58519.0,6,12000.0,11.99,0.21,5.0,634,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
32.0,78637.0,11,25000.0,11.36,0.32,5.0,691,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27.0,50990.0,3,12000.0,16.0,0.24,5.0,627,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
34.0,92317.0,10,20000.0,17.74,0.22,5.0,639,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29.0,92093.0,9,20000.0,16.08,0.22,6.0,619,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
32.0,58662.0,11,12000.0,6.62,0.2,7.0,689,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31.0,99418.0,5,2800.0,12.68,0.03,9.0,682,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
30.0,65894.0,6,12000.0,6.62,0.18,6.0,692,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31.0,100168.0,7,12000.0,6.62,0.12,8.0,640,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
31.0,72959.0,10,12000.0,7.49,0.16,10.0,687,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
30.0,79325.0,7,5000.0,16.35,0.06,6.0,556,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
28.0,100357.0,6,18000.0,11.01,0.18,7.0,628,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
31.0,72864.0,10,12000.0,13.98,0.16,5.0,693,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
27.0,100454.0,0,3500.0,6.03,0.03,5.0,586,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
28.0,65765.0,6,12000.0,15.31,0.18,7.0,587,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
33.0,100457.0,12,18000.0,8.49,0.18,6.0,698,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
35.0,100733.0,13,15000.0,11.01,0.15,7.0,569,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
31.0,29902.0,9,3000.0,7.49,0.1,10.0,669,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
30.0,30001.0,7,3000.0,11.01,0.1,6.0,635,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35.0,31130.0,8,3000.0,15.33,0.1,8.0,691,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
30.0,30971.0,8,3000.0,11.01,0.1,7.0,648,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
27.0,31278.0,7,3000.0,15.58,0.1,6.0,649,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27.0,33740.0,3,3000.0,10.99,0.09,5.0,631,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
29.0,101368.0,8,15000.0,6.99,0.15,7.0,650,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
32.0,34217.0,8,3000.0,11.12,0.09,8.0,633,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31.0,102021.0,10,10000.0,5.99,0.1,8.0,687,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
27.0,35580.0,3,3000.0,7.88,0.08,7.0,555,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
35.0,37159.0,15,3000.0,10.65,0.08,9.0,558,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
33.0,101436.0,11,20000.0,14.61,0.2,5.0,727,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
28.0,76089.0,6,12000.0,11.01,0.16,7.0,676,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
32.0,76667.0,7,12000.0,6.62,0.16,10.0,557,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
29.0,94459.0,10,25000.0,15.33,0.26,6.0,601,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
35.0,77405.0,13,12000.0,11.49,0.16,8.0,629,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
29.0,102627.0,8,35000.0,8.9,0.34,6.0,692,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
27.0,77128.0,6,12000.0,13.49,0.16,5.0,588,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
27.0,46505.0,6,4000.0,7.68,0.09,9.0,627,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
27.0,102840.0,6,4500.0,7.51,0.04,10.0,664,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
33.0,78605.0,7,12000.0,11.01,0.15,8.0,578,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
27.0,78986.0,3,12000.0,11.01,0.15,5.0,584,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
31.0,95877.0,9,15600.0,12.53,0.16,5.0,616,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
32.0,103126.0,7,9000.0,9.32,0.09,6.0,682,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
29.0,77294.0,10,12000.0,12.42,0.16,8.0,687,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
30.0,102577.0,9,15000.0,6.03,0.15,8.0,729,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
27.0,88546.0,5,18000.0,12.69,0.2,6.0,661,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
27.0,84778.0,4,12000.0,10.99,0.14,8.0,471,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
29.0,102919.0,4,7500.0,11.49,0.07,10.0,620,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
28.0,87104.0,5,12000.0,13.49,0.14,6.0,687,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
35.0,102844.0,13,21000.0,7.49,0.2,9.0,578,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
32.0,87737.0,9,12000.0,10.62,0.14,5.0,638,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
29.0,75511.0,7,3600.0,17.99,0.05,9.0,648,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
34.0,80456.0,13,12000.0,14.3,0.15,6.0,625,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
35.0,103154.0,13,8400.0,11.99,0.08,9.0,673,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
34.0,88667.0,12,7500.0,15.99,0.08,5.0,734,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
31.0,103267.0,11,16000.0,11.01,0.15,10.0,710,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
28.0,88991.0,7,12000.0,8.9,0.13,10.0,643,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
31.0,43070.0,12,3000.0,14.74,0.07,9.0,722,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
31.0,103011.0,9,4500.0,6.54,0.04,6.0,689,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
27.0,44308.0,8,3000.0,15.62,0.07,7.0,660,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
35.0,44240.0,9,3000.0,11.01,0.07,10.0,670,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
33.0,102650.0,10,5000.0,13.61,0.05,7.0,657,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
31.0,88301.0,7,16000.0,19.41,0.18,6.0,700,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
32.0,88790.0,12,4750.0,13.11,0.05,9.0,542,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28.0,45447.0,5,7800.0,15.58,0.17,9.0,713,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
31.0,88601.0,12,18000.0,17.39,0.2,10.0,681,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
30.0,102815.0,7,25000.0,12.84,0.24,8.0,655,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
35.0,83894.0,15,12000.0,11.26,0.14,5.0,644,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29.0,88731.0,7,21000.0,13.36,0.24,7.0,649,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28.0,44606.0,4,7000.0,11.11,0.16,9.0,646,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
29.0,103930.0,7,9500.0,11.01,0.09,9.0,714,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
30.0,103859.0,6,14000.0,7.66,0.13,8.0,665,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
27.0,89617.0,7,10000.0,17.93,0.11,6.0,620,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
27.0,76515.0,0,12000.0,15.95,0.16,9.0,602,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32.0,89726.0,8,13650.0,12.42,0.15,10.0,649,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
28.0,104161.0,4,2650.0,13.23,0.03,5.0,634,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
30.0,104140.0,6,10000.0,11.01,0.1,10.0,515,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
27.0,89953.0,6,25000.0,11.46,0.28,5.0,683,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31.0,103681.0,8,2000.0,10.74,0.02,6.0,628,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
34.0,104497.0,11,18000.0,6.99,0.17,5.0,622,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
27.0,90426.0,4,10000.0,16.0,0.11,6.0,647,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
31.0,104646.0,11,25000.0,13.57,0.24,9.0,613,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
27.0,104984.0,5,14825.0,11.01,0.14,9.0,699,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
27.0,90783.0,2,5000.0,11.49,0.06,6.0,593,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
30.0,104936.0,6,8500.0,6.62,0.08,10.0,623,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
30.0,103044.0,9,12000.0,11.01,0.12,6.0,704,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27.0,91109.0,5,12000.0,9.91,0.13,10.0,595,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33.0,105001.0,13,5000.0,14.96,0.05,9.0,659,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
31.0,44133.0,11,5000.0,6.99,0.11,9.0,635,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
29.0,105710.0,5,4800.0,8.94,0.05,5.0,525,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
27.0,105491.0,7,7200.0,9.63,0.07,6.0,628,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
30.0,90766.0,9,14000.0,13.79,0.15,8.0,662,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
